[IOMap64.sys](drivers/f4990bdd-8821-4a3c-a11a-4651e645810c/),[ea85bbe63d6f66f7efee7007e770af820d57f914c7f179c5fee3ef2845f19c41](drivers/f4990bdd-8821-4a3c-a11a-4651e645810c/),2023-01-09
[POORTRY1.sys](drivers/2740a074-1e06-4f75-9c6a-dc57a3f85189/),[575e58b62afab094c20c296604dc3b7dd2e1a50f5978d8ee24b7dca028e97316](drivers/2740a074-1e06-4f75-9c6a-dc57a3f85189/),2023-03-04
[rtkiow8x64.sys](drivers/f28231db-a876-422e-aa6a-70ee852a9555/),[082c39fe2e3217004206535e271ebd45c11eb072efde4cc9885b25ba5c39f91d](drivers/f28231db-a876-422e-aa6a-70ee852a9555/),2023-01-09
[bwrsh.sys](drivers/974de971-1f78-47b9-8049-6c34f294acd5/),[37dde6bd8a7a36111c3ac57e0ac20bbb93ce3374d0852bcacc9a2c8c8c30079e](drivers/974de971-1f78-47b9-8049-6c34f294acd5/),2023-01-09
[sfdrvx32.sys](drivers/2ada18ae-2c52-49b6-b1a0-cf3b267f6dc7/),[ad23d77a38655acb71216824e363df8ac41a48a1a0080f35a0d23aa14b54460b](drivers/2ada18ae-2c52-49b6-b1a0-cf3b267f6dc7/),2023-05-06
[magdrvamd64.sys](drivers/cfd36b2e-cf96-498e-aeb6-ee20e7b33bbb/),[be54f7279e69fb7651f98e91d24069dbc7c4c67e65850e486622ccbdc44d9a57](drivers/cfd36b2e-cf96-498e-aeb6-ee20e7b33bbb/),2023-01-09
[windows8-10-32.sys](drivers/7437388f-821e-421f-a3c1-62ce2c725a6a/),[5b9623da9ba8e5c80c49473f40ffe7ad315dcadffc3230afdc9d9226d60a715a](drivers/7437388f-821e-421f-a3c1-62ce2c725a6a/),2023-01-09
[WINIODrv.sys](drivers/b745b5da-9cd6-4b3a-badf-fbe487497705/),[3243aab18e273a9b9c4280a57aecef278e10bfff19abb260d7a7820e41739099](drivers/b745b5da-9cd6-4b3a-badf-fbe487497705/),2023-01-09
[cpuz.sys](drivers/16d8962b-cf96-432f-8a43-d41f06828f56/),[0d3790af5f8e5c945410929e31d06144a471ac82f828afe89a4758a5bbeb7f9f](drivers/16d8962b-cf96-432f-8a43-d41f06828f56/),2023-05-06
[PanIO.sys](drivers/5f70bde4-9f81-44a8-9d3e-c6c7cf65bfae/),[f596e64f4c5d7c37a00493728d8756b243cfdc11e3372d6d6dfeffc13c9ab960](drivers/5f70bde4-9f81-44a8-9d3e-c6c7cf65bfae/),2023-01-09
[vboxdrv.sys](drivers/2da3a276-9e38-4ee6-903d-d15f7c355e7c/),[78827fa00ea48d96ac9af8d1c1e317d02ce11793e7f7f6e4c7aac7b5d7dd490f](drivers/2da3a276-9e38-4ee6-903d-d15f7c355e7c/),2023-01-09
